Category,Lines,City,Country,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,GMR,Year-Quarter
Soft fabric,Sweaters,Los Angeles,USA,8/22/2016  12:00:00 AM,Lia Armand,"5,800.00","16,362.00","3,444.16","4,090.50",0.89,19.00,Other / unknown,0.21,2016-Q3
Soft fabric,Sweaters,San Francisco,USA,8/24/2016  12:00:00 AM,Lia Armand,"3,900.00","10,693.00","2,066.12","2,031.67",0.81,14.00,Other / unknown,0.19,2016-Q3
Cardigan,Sweaters,San Francisco,USA,7/18/2016  12:00:00 AM,Lia Armand,100.00,56.25,4.50,24.32,0.93,14.00,Item not as described,0.08,2016-Q3
Soft fabric,Sweaters,Brussels,Belgium,9/23/2016  12:00:00 AM,Lois Wood,"1,700.00","5,514.00","1,858.00",198.72,0.93,19.00,Price too high / competition,0.34,2016-Q3
Turtleneck,Sweaters,Brussels,Belgium,9/29/2016  12:00:00 AM,Lois Wood,"3,500.00","9,228.00","3,029.00",326.27,0.83,15.00,Behaviour of personnel,0.33,2016-Q3
Cardigan,Sweaters,Brussels,Belgium,7/31/2016  12:00:00 AM,Lois Wood,350.00,561.00,129.00,572.40,0.87,13.00,Item defect / bad quality,0.23,2016-Q3
Turtleneck,Sweaters,Zurich,Switzerland,7/10/2016  12:00:00 AM,Maria Price,"3,600.00","8,463.00","2,297.00","1,386.16",0.82,24.00,Customer service,0.27,2016-Q3
Cardigan,Sweaters,Zurich,Switzerland,9/15/2016  12:00:00 AM,Maria Price,200.00,456.00,120.00,"13,076.70",0.92,13.00,Behaviour of personnel,0.26,2016-Q3
Soft fabric,Sweaters,Zurich,Switzerland,7/14/2016  12:00:00 AM,Maria Price,"2,050.00","5,200.00","1,112.00",107.88,0.91,12.00,Other / unknown,0.21,2016-Q3
Turtleneck,Sweaters,Seoul,South Korea,8/7/2016  12:00:00 AM,Marie Mann,"16,800.00","41,808.00","13,092.00","1,829.10",0.95,12.00,Customer service,0.31,2016-Q3
Soft fabric,Sweaters,Seoul,South Korea,9/1/2016  12:00:00 AM,Marie Mann,"4,600.00","12,940.00","3,702.00",727.92,0.95,11.00,Other / unknown,0.29,2016-Q3
Cardigan,Sweaters,Seoul,South Korea,9/15/2016  12:00:00 AM,Marie Mann,"1,200.00","1,355.00","1,091.00",67.76,0.91,11.00,Item defect / bad quality,0.81,2016-Q3
Soft fabric,Sweaters,Dakar,Senegal,8/22/2016  12:00:00 AM,Marry Williams,"2,100.00","6,892.00","2,323.00",459.45,0.83,16.00,,0.34,2016-Q3
Turtleneck,Sweaters,Dakar,Senegal,7/31/2016  12:00:00 AM,Marry Williams,"4,350.00","11,535.00","3,786.00","1,384.11",0.84,13.00,Price too high / competition,0.33,2016-Q3
Turtleneck,Sweaters,Tunis,Tunisia,8/31/2016  12:00:00 AM,Marry Williams,"4,500.00","10,579.00","2,871.00","1,128.40",0.94,15.00,Customer service,0.27,2016-Q3
Cardigan,Sweaters,Tunis,Tunisia,9/7/2016  12:00:00 AM,Marry Williams,250.00,569.00,150.00,75.90,0.94,16.00,Item not as described,0.26,2016-Q3
Soft fabric,Sweaters,Tunis,Tunisia,7/17/2016  12:00:00 AM,Marry Williams,"2,550.00","6,500.00","1,390.00",780.03,0.81,25.00,Other / unknown,0.21,2016-Q3
Cardigan,Sweaters,Dakar,Senegal,7/1/2016  12:00:00 AM,Marry Williams,450.00,701.00,162.00,74.80,0.88,12.00,Behaviour of personnel,0.23,2016-Q3
Turtleneck,Sweaters,Frankfurt,Germany,9/17/2016  12:00:00 AM,Mary Smith,"10,950.00","26,452.00","8,123.00",573.93,0.88,21.00,Other / unknown,0.31,2016-Q3
Soft fabric,Sweaters,Frankfurt,Germany,9/9/2016  12:00:00 AM,Mary Smith,"4,450.00","13,206.00","3,916.00",988.10,0.89,24.00,Customer service,0.30,2016-Q3
Turtleneck,Sweaters,Berlin,Germany,9/29/2016  12:00:00 AM,Mary Smith,"12,050.00","30,093.00","8,779.00",110.82,0.95,19.00,Behaviour of personnel,0.29,2016-Q3
Soft fabric,Sweaters,Berlin,Germany,8/27/2016  12:00:00 AM,Mary Smith,"6,350.00","17,706.00","4,460.00",230.51,0.83,21.00,Customer service,0.25,2016-Q3
Cardigan,Sweaters,Berlin,Germany,9/30/2016  12:00:00 AM,Mary Smith,"1,200.00","2,406.00",152.00,99.55,0.87,13.00,Customer service,0.06,2016-Q3
Turtleneck,Sweaters,Osaka,Japan,8/16/2016  12:00:00 AM,Mayumi Mai,"10,300.00","28,897.00","10,264.00","1,625.49",0.95,13.00,Behaviour of personnel,0.36,2016-Q3
Turtleneck,Sweaters,Tokyo,Japan,8/24/2016  12:00:00 AM,Mayumi Mai,"11,900.00","30,528.00","9,977.00","1,144.80",0.94,21.00,Price too high / competition,0.33,2016-Q3
Soft fabric,Sweaters,Osaka,Japan,9/25/2016  12:00:00 AM,Mayumi Mai,"2,200.00","6,335.00","2,032.00",197.95,0.83,24.00,Behaviour of personnel,0.32,2016-Q3
Soft fabric,Sweaters,Tokyo,Japan,8/31/2016  12:00:00 AM,Mayumi Mai,"4,700.00","12,831.00","3,028.00",721.80,0.87,14.00,Item not as described,0.24,2016-Q3
Cardigan,Sweaters,Osaka,Japan,7/25/2016  12:00:00 AM,Mayumi Mai,900.00,"1,715.00",189.00,107.20,0.84,24.00,Item not as described,0.11,2016-Q3
Cardigan,Sweaters,Tokyo,Japan,8/16/2016  12:00:00 AM,Mayumi Mai,150.00,183.00,75.00,10.26,0.94,17.00,Item defect / bad quality,0.41,2016-Q3
Turtleneck,Sweaters,Barcelona,Spain,9/5/2016  12:00:00 AM,Nancy Miller,"12,400.00","34,918.00","12,402.00",117.81,0.95,20.00,Price too high / competition,0.36,2016-Q3
Soft fabric,Sweaters,Barcelona,Spain,8/8/2016  12:00:00 AM,Nancy Miller,"2,650.00","7,654.00","2,455.00","1,327.90",0.86,15.00,Price too high / competition,0.32,2016-Q3
Turtleneck,Sweaters,Madrid,Spain,7/6/2016  12:00:00 AM,Nancy Miller,"16,050.00","41,835.00","13,415.00",322.02,0.90,15.00,Price too high / competition,0.32,2016-Q3
Soft fabric,Sweaters,Madrid,Spain,7/6/2016  12:00:00 AM,Nancy Miller,"8,450.00","23,724.00","6,042.00",13.14,0.95,20.00,Other / unknown,0.25,2016-Q3
Cardigan,Sweaters,Madrid,Spain,8/1/2016  12:00:00 AM,Nancy Miller,550.00,978.00,70.00,40.45,0.84,11.00,Customer service,0.07,2016-Q3
Cardigan,Sweaters,Barcelona,Spain,9/16/2016  12:00:00 AM,Nancy Miller,"1,100.00","2,072.00",229.00,171.50,0.85,18.00,Price too high / competition,0.11,2016-Q3
Turtleneck,Sweaters,Mexico City,Mexico,9/7/2016  12:00:00 AM,Nelly Wood,"29,550.00","74,832.00","24,075.00",495.04,0.81,25.00,Customer service,0.32,2016-Q3
Soft fabric,Sweaters,Mexico City,Mexico,9/30/2016  12:00:00 AM,Nelly Wood,"6,250.00","18,004.00","5,094.00",53.15,0.85,12.00,Customer service,0.28,2016-Q3
Cardigan,Sweaters,Mexico City,Mexico,7/6/2016  12:00:00 AM,Nelly Wood,"1,100.00","1,863.00",499.00,701.92,0.84,22.00,Item not as described,0.27,2016-Q3
Turtleneck,Sweaters,Caracas,Venezuela,7/24/2016  12:00:00 AM,Nina Smith,"4,550.00","10,946.00","3,361.00","2,286.70",0.90,12.00,Price too high / competition,0.31,2016-Q3
Soft fabric,Sweaters,Caracas,Venezuela,7/3/2016  12:00:00 AM,Nina Smith,"1,850.00","5,465.00","1,621.00",69.96,0.93,22.00,Other / unknown,0.30,2016-Q3
Turtleneck,Sweaters,Bangkok,Thailand,9/1/2016  12:00:00 AM,Rita San,"12,450.00","33,102.00","11,434.00","1,862.01",0.87,11.00,Price too high / competition,0.35,2016-Q3
Soft fabric,Sweaters,Bangkok,Thailand,7/14/2016  12:00:00 AM,Rita San,"1,800.00","5,590.00","1,866.00",209.64,0.85,18.00,Item defect / bad quality,0.33,2016-Q3
Cardigan,Sweaters,Bangkok,Thailand,8/20/2016  12:00:00 AM,Rita San,300.00,843.00,138.00,36.89,0.95,11.00,Item not as described,0.16,2016-Q3
Turtleneck,Sweaters,Buenos Aires,Argentina,8/5/2016  12:00:00 AM,Rose Sims,"10,150.00","27,054.00","9,320.00",671.60,0.82,13.00,Behaviour of personnel,0.34,2016-Q3
Soft fabric,Sweaters,Buenos Aires,Argentina,8/14/2016  12:00:00 AM,Rose Sims,"3,900.00","10,560.00","2,831.00",90.30,0.87,20.00,Customer service,0.27,2016-Q3
Cardigan,Sweaters,Buenos Aires,Argentina,7/9/2016  12:00:00 AM,Rose Sims,600.00,"1,020.00",209.00,"4,363.65",0.94,21.00,Behaviour of personnel,0.20,2016-Q3
Turtleneck,Sweaters,Cape Town,South Africa,7/16/2016  12:00:00 AM,Sarah Am,"6,450.00","18,061.00","6,415.00","1,204.05",0.81,11.00,Item not as described,0.36,2016-Q3
Turtleneck,Sweaters,Pretoria,South Africa,9/6/2016  12:00:00 AM,Sarah Am,"7,800.00","20,689.00","7,147.00","2,206.80",0.92,14.00,Other / unknown,0.35,2016-Q3
Soft fabric,Sweaters,Pretoria,South Africa,7/4/2016  12:00:00 AM,Sarah Am,"1,150.00","3,494.00","1,166.00",372.64,0.86,17.00,Other / unknown,0.33,2016-Q3
Turtleneck,Sweaters,Johannesburg,South Africa,9/18/2016  12:00:00 AM,Sarah Am,"36,950.00","93,540.00","30,094.00","6,235.95",0.87,11.00,Customer service,0.32,2016-Q3
Soft fabric,Sweaters,Cape Town,South Africa,9/8/2016  12:00:00 AM,Sarah Am,"1,350.00","3,959.00","1,270.00",369.53,0.90,11.00,Item not as described,0.32,2016-Q3
Turtleneck,Sweaters,Durban,South Africa,7/24/2016  12:00:00 AM,Sarah Am,"6,250.00","15,566.00","4,541.00","1,245.24",0.87,25.00,Item defect / bad quality,0.29,2016-Q3
Soft fabric,Sweaters,Johannesburg,South Africa,7/5/2016  12:00:00 AM,Sarah Am,"7,800.00","22,505.00","6,368.00","2,400.56",0.90,12.00,Customer service,0.28,2016-Q3
Soft fabric,Sweaters,Durban,South Africa,9/11/2016  12:00:00 AM,Sarah Am,"3,300.00","9,159.00","2,307.00","1,221.10",0.92,14.00,Other / unknown,0.25,2016-Q3
Cardigan,Sweaters,Pretoria,South Africa,9/28/2016  12:00:00 AM,Sarah Am,200.00,527.00,86.00,42.18,0.95,14.00,Item defect / bad quality,0.16,2016-Q3
Cardigan,Sweaters,Durban,South Africa,8/6/2016  12:00:00 AM,Sarah Am,600.00,"1,245.00",79.00,116.13,0.84,23.00,Other / unknown,0.06,2016-Q3
Cardigan,Sweaters,Cape Town,South Africa,7/25/2016  12:00:00 AM,Sarah Am,600.00,"1,072.00",119.00,71.45,0.88,18.00,Item defect / bad quality,0.11,2016-Q3
Cardigan,Sweaters,Johannesburg,South Africa,8/15/2016  12:00:00 AM,Sarah Am,"1,350.00","2,329.00",624.00,248.40,0.87,17.00,Price too high / competition,0.27,2016-Q3
Turtleneck,Sweaters,Copenhagen,Denmark,8/5/2016  12:00:00 AM,Susan Karman,"6,250.00","16,551.00","5,717.00","1,789.90",0.81,19.00,Other / unknown,0.35,2016-Q3
Soft fabric,Sweaters,Copenhagen,Denmark,7/30/2016  12:00:00 AM,Susan Karman,900.00,"2,795.00",933.00,272.60,0.95,15.00,Other / unknown,0.33,2016-Q3
Cardigan,Sweaters,Copenhagen,Denmark,9/28/2016  12:00:00 AM,Susan Karman,150.00,422.00,69.00,"13,103.30",0.82,21.00,Item not as described,0.16,2016-Q3
Soft fabric,Sweaters,Singapore,Singapore,9/4/2016  12:00:00 AM,Vicky Zin,"3,400.00","11,027.00","3,716.00",689.20,0.94,18.00,Item not as described,0.34,2016-Q3
Turtleneck,Sweaters,Singapore,Singapore,8/25/2016  12:00:00 AM,Vicky Zin,"7,000.00","18,455.00","6,058.00",576.75,0.87,19.00,Customer service,0.33,2016-Q3
Cardigan,Sweaters,Singapore,Singapore,8/12/2016  12:00:00 AM,Vicky Zin,700.00,"1,122.00",258.00,70.10,0.90,17.00,Item defect / bad quality,0.23,2016-Q3
T-Shirts,Sweat-T-Shirts,Nairobi,Kenya,7/6/2016  12:00:00 AM,Anne Coke,"15,500.00","57,948.00","22,024.00","6,181.04",0.87,14.00,Behaviour of personnel,0.38,2016-Q3
Sweats,Sweat-T-Shirts,Nairobi,Kenya,8/29/2016  12:00:00 AM,Anne Coke,"5,800.00","13,252.00","4,164.00","1,766.90",0.94,21.00,Item defect / bad quality,0.31,2016-Q3
T-Shirts,Sweat-T-Shirts,Shanghai,China,8/31/2016  12:00:00 AM,Coe Li,"24,800.00","92,716.00","35,238.00","5,794.80",0.85,11.00,Item defect / bad quality,0.38,2016-Q3
Sweats,Sweat-T-Shirts,Shanghai,China,9/23/2016  12:00:00 AM,Coe Li,"9,250.00","21,203.00","6,661.00",662.60,0.90,20.00,Item not as described,0.31,2016-Q3
Sweats,Sweat-T-Shirts,Santiago,Chile,7/26/2016  12:00:00 AM,David Carl,"5,150.00","13,990.00","5,486.00","1,119.92",0.95,13.00,Price too high / competition,0.39,2016-Q3
T-Shirts,Sweat-T-Shirts,Santiago,Chile,9/5/2016  12:00:00 AM,David Carl,"11,650.00","40,552.00","14,144.00","15,111.18",0.82,17.00,Item defect / bad quality,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Amsterdam,Netherlands,8/17/2016  12:00:00 AM,Dell Grass,"35,050.00","128,888.00","47,325.00","3,160.32",0.82,21.00,Item defect / bad quality,0.37,2016-Q3
Sweats,Sweat-T-Shirts,Amsterdam,Netherlands,7/31/2016  12:00:00 AM,Dell Grass,"8,300.00","19,760.00","6,903.00",29.52,0.85,24.00,Price too high / competition,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Rome,Italy,7/11/2016  12:00:00 AM,Don Wilson,"12,400.00","33,808.00","13,257.00",213.90,0.86,25.00,Other / unknown,0.39,2016-Q3
T-Shirts,Sweat-T-Shirts,Milan,Italy,7/8/2016  12:00:00 AM,Don Wilson,"56,050.00","202,072.00","73,595.00","2,720.55",0.84,13.00,Item defect / bad quality,0.36,2016-Q3
T-Shirts,Sweat-T-Shirts,Rome,Italy,7/8/2016  12:00:00 AM,Don Wilson,"28,150.00","97,999.00","34,181.00","6,169.95",0.86,23.00,Other / unknown,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Milan,Italy,8/16/2016  12:00:00 AM,Don Wilson,"16,100.00","37,200.00","12,684.00",964.98,0.85,25.00,Item not as described,0.34,2016-Q3
Sweats,Sweat-T-Shirts,Sydney,Australia,8/2/2016  12:00:00 AM,Ed Young,"7,300.00","17,560.00","6,269.00",768.25,0.88,16.00,Item defect / bad quality,0.36,2016-Q3
Sweats,Sweat-T-Shirts,Melbourne,Australia,8/10/2016  12:00:00 AM,Ed Young,"17,950.00","43,710.00","15,403.00","1,365.95",0.88,22.00,Behaviour of personnel,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Melbourne,Australia,9/30/2016  12:00:00 AM,Ed Young,"48,300.00","170,816.00","59,626.00","10,676.00",0.95,19.00,Price too high / competition,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Sydney,Australia,9/8/2016  12:00:00 AM,Ed Young,"27,000.00","94,672.00","32,773.00","5,917.00",0.87,11.00,Price too high / competition,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Lyon,France,7/31/2016  12:00:00 AM,Ellen Grey,"13,423.00","50,220.95","19,087.25","8,786.18",0.78,70.00,Item not as described,0.38,2016-Q3
Sweats,Sweat-T-Shirts,Paris,France,8/25/2016  12:00:00 AM,Ellen Grey,"16,803.00","41,879.50","15,503.80","1,651.72",0.51,29.00,Item defect / bad quality,0.37,2016-Q3
T-Shirts,Sweat-T-Shirts,Marseille,France,9/16/2016  12:00:00 AM,Ellen Grey,"15,698.00","57,777.20","21,214.70","6,332.88",0.74,38.00,Customer service,0.37,2016-Q3
T-Shirts,Sweat-T-Shirts,Paris,France,8/31/2016  12:00:00 AM,Ellen Grey,"34,028.00","118,736.15","42,127.15","6,271.59",0.80,99.00,Item defect / bad quality,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Toulouse,France,9/19/2016  12:00:00 AM,Ellen Grey,"7,313.00","17,757.35","6,257.55","3,141.70",0.68,74.00,Item not as described,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Marseille,France,9/22/2016  12:00:00 AM,Ellen Grey,"3,705.00","8,858.20","3,094.65","1,578.70",0.74,81.00,Item defect / bad quality,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Toulouse,France,7/6/2016  12:00:00 AM,Ellen Grey,"19,630.00","69,394.00","24,222.90","9,079.56",0.60,74.00,Other / unknown,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Lyon,France,9/29/2016  12:00:00 AM,Ellen Grey,"5,005.00","11,484.85","3,608.15",443.17,0.56,71.00,Item defect / bad quality,0.31,2016-Q3
Sweats,Sweat-T-Shirts,Cairo,Egypt,8/17/2016  12:00:00 AM,Gabriel Walton,"6,450.00","17,487.00","6,857.00","1,865.28",0.88,25.00,Price too high / competition,0.39,2016-Q3
Sweats,Sweat-T-Shirts,Alexandria,Egypt,9/30/2016  12:00:00 AM,Gabriel Walton,"13,350.00","33,326.00","12,338.00","3,999.06",0.82,24.00,Item defect / bad quality,0.37,2016-Q3
T-Shirts,Sweat-T-Shirts,Alexandria,Egypt,7/5/2016  12:00:00 AM,Gabriel Walton,"27,100.00","94,485.00","33,523.00","12,598.00",0.85,19.00,Other / unknown,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Cairo,Egypt,9/17/2016  12:00:00 AM,Gabriel Walton,"14,550.00","50,689.00","17,680.00","3,379.30",0.82,22.00,Item defect / bad quality,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Sao Paulo,Brasil,8/17/2016  12:00:00 AM,Gary Dumin,"23,200.00","83,616.00","30,454.00","17,002.72",0.84,23.00,Item not as described,0.36,2016-Q3
Sweats,Sweat-T-Shirts,Rio de Janeiro,Brasil,9/3/2016  12:00:00 AM,Gary Dumin,"9,000.00","21,855.00","7,702.00",271.92,0.81,17.00,Item not as described,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Rio de Janeiro,Brasil,7/19/2016  12:00:00 AM,Gary Dumin,"24,150.00","85,408.00","29,813.00","10,252.62",0.90,25.00,Item not as described,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Sao Paulo,Brasil,9/5/2016  12:00:00 AM,Gary Dumin,"6,700.00","15,393.00","5,249.00",62.20,0.93,12.00,Price too high / competition,0.34,2016-Q3
T-Shirts,Sweat-T-Shirts,Casablanca,Morocco,7/20/2016  12:00:00 AM,Gavin Boje,"29,000.00","104,520.00","38,067.00","12,542.40",0.89,13.00,Other / unknown,0.36,2016-Q3
Sweats,Sweat-T-Shirts,Casablanca,Morocco,9/13/2016  12:00:00 AM,Gavin Boje,"8,350.00","19,241.00","6,561.00","2,308.95",0.87,22.00,Price too high / competition,0.34,2016-Q3
T-Shirts,Sweat-T-Shirts,Austin,USA,7/29/2016  12:00:00 AM,James Frank,"19,400.00","67,586.00","16,823.15","17,572.36",0.81,11.00,Behaviour of personnel,0.25,2016-Q3
T-Shirts,Sweat-T-Shirts,Houston,USA,9/19/2016  12:00:00 AM,James Frank,"36,100.00","125,980.00","31,105.93","39,305.76",0.91,11.00,Customer service,0.25,2016-Q3
Sweats,Sweat-T-Shirts,Austin,USA,9/29/2016  12:00:00 AM,James Frank,"8,550.00","23,316.00","5,571.46","5,152.84",0.82,20.00,Other / unknown,0.24,2016-Q3
Sweats,Sweat-T-Shirts,Dallas,USA,7/6/2016  12:00:00 AM,James Frank,"6,050.00","14,633.00","3,272.90","4,185.04",0.84,23.00,Item not as described,0.22,2016-Q3
Sweats,Sweat-T-Shirts,Houston,USA,8/12/2016  12:00:00 AM,James Frank,"17,800.00","44,434.00","9,760.96","12,708.12",0.87,25.00,Behaviour of personnel,0.22,2016-Q3
T-Shirts,Sweat-T-Shirts,Dallas,USA,7/31/2016  12:00:00 AM,James Frank,"22,500.00","78,893.00","15,819.12","19,486.57",0.91,13.00,Customer service,0.20,2016-Q3
Sweats,Sweat-T-Shirts,Miami,USA,8/12/2016  12:00:00 AM,James Frank,"10,000.00","23,487.00","4,383.52","6,411.95",0.88,19.00,Other / unknown,0.19,2016-Q3
T-Shirts,Sweat-T-Shirts,Miami,USA,8/20/2016  12:00:00 AM,James Frank,"14,450.00","55,760.00","9,541.11","17,397.12",0.88,15.00,Customer service,0.17,2016-Q3
T-Shirts,Sweat-T-Shirts,Moscow,Russia,7/10/2016  12:00:00 AM,Janet Bury,"21,000.00","80,851.00","31,972.00","15,616.26",0.94,22.00,Item defect / bad quality,0.40,2016-Q3
Sweats,Sweat-T-Shirts,Moscow,Russia,8/8/2016  12:00:00 AM,Janet Bury,"14,500.00","34,056.00","12,545.00",12.78,0.93,13.00,Item not as described,0.37,2016-Q3
Sweats,Sweat-T-Shirts,"Bogota, D.C.",Colombia,8/24/2016  12:00:00 AM,Jay Jones,"3,600.00","9,134.00","3,483.00","1,331.00",0.90,24.00,Price too high / competition,0.38,2016-Q3
T-Shirts,Sweat-T-Shirts,"Bogota, D.C.",Colombia,7/30/2016  12:00:00 AM,Jay Jones,"16,700.00","61,175.00","22,009.00","11,448.78",0.84,12.00,Other / unknown,0.36,2016-Q3
T-Shirts,Sweat-T-Shirts,London,United Kingdom,8/20/2016  12:00:00 AM,John Minker,"91,600.00","334,612.00","123,753.00","7,161.70",0.91,21.00,Item defect / bad quality,0.37,2016-Q3
Sweats,Sweat-T-Shirts,London,United Kingdom,9/21/2016  12:00:00 AM,John Minker,"44,050.00","108,414.00","39,830.00",38.10,0.81,16.00,Price too high / competition,0.37,2016-Q3
T-Shirts,Sweat-T-Shirts,Liverpool,United Kingdom,7/21/2016  12:00:00 AM,John Minker,"28,950.00","98,318.00","34,083.00","4,915.92",0.89,21.00,Price too high / competition,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Liverpool,United Kingdom,7/5/2016  12:00:00 AM,John Minker,"14,200.00","31,818.00","10,702.00","1,590.96",0.95,17.00,Item not as described,0.34,2016-Q3
Sweats,Sweat-T-Shirts,Lisbon,Portugal,9/5/2016  12:00:00 AM,Julie Jones,"8,800.00","21,218.00","7,575.00",425.81,0.88,16.00,Item not as described,0.36,2016-Q3
T-Shirts,Sweat-T-Shirts,Lisbon,Portugal,8/12/2016  12:00:00 AM,Julie Jones,"32,650.00","114,395.00","39,601.00","10,582.56",0.95,16.00,Item defect / bad quality,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Delhi,India,9/22/2016  12:00:00 AM,Kiran Raj,"21,400.00","53,321.00","19,740.00","2,999.34",0.85,17.00,Item not as described,0.37,2016-Q3
T-Shirts,Sweat-T-Shirts,Mumbai,India,7/26/2016  12:00:00 AM,Kiran Raj,"75,800.00","276,921.00","102,416.00","13,846.08",0.94,16.00,Price too high / competition,0.37,2016-Q3
Sweats,Sweat-T-Shirts,Mumbai,India,8/30/2016  12:00:00 AM,Kiran Raj,"36,450.00","89,722.00","32,963.00","4,486.08",0.87,22.00,Behaviour of personnel,0.37,2016-Q3
T-Shirts,Sweat-T-Shirts,Delhi,India,8/14/2016  12:00:00 AM,Kiran Raj,"43,350.00","151,176.00","53,637.00","9,448.50",0.81,25.00,Price too high / competition,0.35,2016-Q3
T-Shirts,Sweat-T-Shirts,Lima,Peru,9/21/2016  12:00:00 AM,Larry Hill,"14,500.00","49,159.00","17,042.00",494.13,0.94,19.00,Item not as described,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Lima,Peru,7/25/2016  12:00:00 AM,Larry Hill,"7,100.00","15,909.00","5,351.00","19,442.88",0.91,16.00,Item defect / bad quality,0.34,2016-Q3
T-Shirts,Sweat-T-Shirts,New York,USA,9/8/2016  12:00:00 AM,Lia Armand,"63,150.00","230,767.00","85,274.64","53,076.41",0.86,13.00,Customer service,0.37,2016-Q3
Sweats,Sweat-T-Shirts,New York,USA,9/2/2016  12:00:00 AM,Lia Armand,"30,350.00","74,768.00","26,420.24","14,953.60",0.83,25.00,Item defect / bad quality,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Los Angeles,USA,9/26/2016  12:00:00 AM,Lia Armand,"14,950.00","36,425.00","12,693.62","7,649.25",0.84,19.00,Item defect / bad quality,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Chicago,USA,7/7/2016  12:00:00 AM,Lia Armand,"6,000.00","15,224.00","5,155.09","3,653.76",0.84,12.00,Other / unknown,0.34,2016-Q3
T-Shirts,Sweat-T-Shirts,San Francisco,USA,9/3/2016  12:00:00 AM,Lia Armand,"38,650.00","139,360.00","43,896.91","27,872.00",0.94,24.00,Customer service,0.31,2016-Q3
T-Shirts,Sweat-T-Shirts,Chicago,USA,7/24/2016  12:00:00 AM,Lia Armand,"27,800.00","101,958.00","31,906.91","15,293.70",0.82,23.00,Customer service,0.31,2016-Q3
Sweats,Sweat-T-Shirts,Washington,USA,9/7/2016  12:00:00 AM,Lia Armand,"11,800.00","26,515.00","7,748.28","4,772.70",0.85,18.00,Behaviour of personnel,0.29,2016-Q3
Sweats,Sweat-T-Shirts,San Francisco,USA,7/6/2016  12:00:00 AM,Lia Armand,"11,100.00","25,655.00","7,363.26","4,617.90",0.89,24.00,Other / unknown,0.29,2016-Q3
T-Shirts,Sweat-T-Shirts,Los Angeles,USA,8/31/2016  12:00:00 AM,Lia Armand,"40,250.00","142,347.00","40,561.59","25,622.46",0.94,22.00,Customer service,0.28,2016-Q3
T-Shirts,Sweat-T-Shirts,Washington,USA,9/3/2016  12:00:00 AM,Lia Armand,"24,100.00","81,932.00","23,131.76","18,025.04",0.93,16.00,Item defect / bad quality,0.28,2016-Q3
T-Shirts,Sweat-T-Shirts,Brussels,Belgium,7/2/2016  12:00:00 AM,Lois Wood,"14,500.00","53,333.00","19,583.00","13,249.04",0.87,21.00,Other / unknown,0.37,2016-Q3
Sweats,Sweat-T-Shirts,Brussels,Belgium,9/30/2016  12:00:00 AM,Lois Wood,"3,450.00","8,177.00","2,857.00",193.48,0.89,20.00,Customer service,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Zurich,Switzerland,7/25/2016  12:00:00 AM,Maria Price,"3,650.00","8,780.00","3,135.00","3,644.34",0.89,25.00,Behaviour of personnel,0.36,2016-Q3
T-Shirts,Sweat-T-Shirts,Zurich,Switzerland,8/4/2016  12:00:00 AM,Maria Price,"13,500.00","47,336.00","16,387.00","36,489.42",0.87,17.00,Item not as described,0.35,2016-Q3
Sweats,Sweat-T-Shirts,Seoul,South Korea,8/24/2016  12:00:00 AM,Marie Mann,"10,300.00","27,979.00","10,971.00",874.35,0.86,15.00,Customer service,0.39,2016-Q3
